Lap_Name,Lap_Price,Specifications
Lenovo IdeaPad 3 Core i3 1215U 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Light Lapt...,"₹67,090",Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD90.32 cm (35.56 cm) Display2 Year warranty
HP Victus Gaming Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹62,990",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS Vivobook AMD R5 5600H Ryzen 5 Hexa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB5...,"₹54,790",AMD Ryzen 5 Hexa Core Processor (10th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) Display1 year Warranty
SAMSUNG Galaxy Book2 Core i5 1235U 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) NP750XED-KC3IN Thin a...,"₹64,990",Intel Core i5 Processor (12th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
MSI Core i5 11260H 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/6...,"₹49,990",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty
HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050 4GB ...,"₹71,990",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty
Lenovo Core i5 1235U 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 4 Thin and Light Laptop,"₹70,500",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
HP Victus Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹53,990",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
MSI Core i5 11260H 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/1...,"₹54,990",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty
DELL Core i5 1235U 12th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin a...,"₹72,094","Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 CoresRAM & Storage: 8GB DDR4 & 1TB + 256GB SSDGraphics & Keyboard: Integrated & Standard KeyboardDisplay: 15.6"" FHD WVA AG 120Hz 250 nits Narrow BorderIntel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and...,"₹36,990",Stylish & Portable Thin and Light LaptopLPDDR5 RAM -faster & low power consumingFirmware TPM (Trusted Platform Module)-Improved Security of your PCFHD 1080p screen with 250 Nits brightnessLatest WiFi 6AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty
CHUWI Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) CoreBook X Grey Laptop,"₹24,990","Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
Acer Extensa (2023) Core i3 N305 - (8 GB/256 GB SSD/Windows 11 Home) EX215-33 Thin and Light Laptop,"₹32,990",Intel Core i3 Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty
ASUS Vivobook Core i3 1215U 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ325WS Laptop,"₹42,990",Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
ASUS Vivobook 15 Core i3 1215U 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin and L...,"₹56,990",Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NP340XLA-KA1IN...,"₹29,990",Qualcomm Snapdragon 7c Gen 2 Processor4 GB LPDDR4X RAMWindows 11 Operating System35.56 cm (14 Inch) DisplayOffice Home and Student 20211 Year Onsite Warranty
MSI Bravo 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX65...,"₹59,990",AMD Ryzen 7 Octa Core Processor16 GB DDR RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty Term
HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0004MU Chromebook,"₹19,990",MediaTek MediaTek Kompanio 500 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 inch) Touchscreen Display1 Year Onsite Warranty
HP Laptop Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light Lap...,"₹37,999",AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
Infinix X2 Slim Intel Core i7 1195G7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL23 Thin and Light...,"₹48,990",Intel Core i7 Processor (11th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayNA1 year Onsite Warranty
MSI Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin and Light Lap...,"₹39,990",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
CHUWI Celeron Dual Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹19,990",Intel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.81 cm (14.1 inch) Display1 Year Onsite Warranty
ASUS Touchscreen Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EZ311WS Laptop,"₹46,990",Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Touchscreen Display1 YEAR
ASUS Vivobook 15 OLED (2022) Core i3 1215U 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1311W...,"₹46,990","Get unparalleled power and reliability with the new Intel 12th Gen CPU15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certifiedStylish & Portable Just 1.99 cm thin and 1.7 kg in weight. US MIL-STD 810H Military-grade durabilityLight Laptop without Optical Disk DriveBacklit chiclet keyboard, Finger Print Sensor for Faster System Access720p HD webcam with physical privacy shutter180 ErgoLift hinge for comfortable and collaborative use casesIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
Infinix INBook Y1 Plus Intel Core i3 1005G1 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL28 Thin and...,"₹27,990",Intel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
Lenovo IdeaPad Slim 3 Intel Core i3 1115G4 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X...,"₹36,990",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayOffice Home and Student 20211 Year Onsite Warranty + 1 Year ADP
HP Victus Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹53,990",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
MSI Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thin and Light La...,"₹44,990",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
ASUS Vivobook 15 OLED (2022) Core i5 1235U 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1511...,"₹68,990","Get unparalleled power and reliability with the new Intel 12th Gen CPU15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certifiedStylish & Portable Just 1.99 cm thin and 1.7 kg in weight. US MIL-STD 810H Military-grade durabilityLight Laptop without Optical Disk DriveBacklit chiclet keyboard, Finger Print Sensor for Faster System Access720p HD webcam with physical privacy shutter180 ErgoLift hinge for comfortable and collaborative use casesIntel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty"
ASUS Vivobook 15 Core i3 1115G4 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515EA-EJ342WS Thin and ...,"₹38,500",Intel Core i3 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
Lenovo Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Laptop,"₹32,990",AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty
Lenovo IdeaPad Slim 3 Intel Core i5 1135G7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin a...,"₹68,190",Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty + 1 Year ADP
HP Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light Laptop,"₹37,990",AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light La...,"₹59,490",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop,"₹37,990","AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty"
ASUS Vivobook 14 (2023) Core i3 1315U 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thi...,"₹57,990",Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
CHUWI Celeron Dual Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹19,990",Intel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.81 cm (14.1 inch) Display1 Year Onsite Warranty
Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and...,"₹36,990",Stylish & Portable Thin and Light LaptopLPDDR5 RAM -faster & low power consumingFirmware TPM (Trusted Platform Module)-Improved Security of your PCFHD 1080p screen with 250 Nits brightnessLatest WiFi 6AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty
Acer Aspire 7 (2023) Core i5 12450H 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,"₹56,990",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Ho...,"₹53,990",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty
CHUWI Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) CoreBook X Grey Laptop,"₹24,990","Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0004MU Chromebook,"₹19,990",MediaTek MediaTek Kompanio 500 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 inch) Touchscreen Display1 Year Onsite Warranty
HP Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14-em0025AU Thin and Light Laptop,"₹44,490",AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
Infinix Y1 Plus Neo Intel Celeron Quad Core JSL N5100 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL3...,"₹24,490",Intel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.01 cm (15.36 inch) Display1 Year Onsite Warranty
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,"₹62,990",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty + 1 Year Premium Care + 1 Year ADP
DELL Vostro Core i3 1115G4 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Notebook,"₹37,990",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMcafee1 Year Onsite Hardware Service
MSI Bravo 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX65...,"₹59,990",AMD Ryzen 7 Octa Core Processor16 GB DDR RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty Term
MSI Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin and Light Lap...,"₹39,990",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12500H 12th Gen - (16 GB/512 GB SSD/Windows 11 Home)...,"₹67,990",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
ASUS (2022) Celeron Dual Core N4500 - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop,"₹20,990",Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System128 GB SSD29.46 cm (11.6 Inch) Display1 Year Onsite Warranty
HP Victus Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹53,990",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
MSI Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thin and Light La...,"₹44,990",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
Acer Aspire 7 Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹52,990","Free upgrade to Windows 11 when availableAMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayAcer Collection , Acer Product Registration, Acer Care Center, Quick Access1 Year International Travelers Warranty (ITW)"
Acer One14 Ryzen 5 3500U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop,"₹32,990",AMD Ryzen 5 Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
Infinix ZEROBOOK 13 Intel Core i7 13700H 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) ZL513 Thin and ...,"₹66,990",Intel Core i7 Processor (13th Gen)16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD99.06 cm (39 cm) Display1 Year Onsite Warranty
ASUS Vivobook Go 15 Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) E510MA-EJ021WS Thin an...,"₹38,990",Intel Celeron Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
Lenovo Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Laptop,"₹32,990",AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty
Lenovo IdeaPad Slim 3 Intel Core i5 1135G7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin a...,"₹68,190",Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty + 1 Year ADP
Infinix X2 Slim Intel Core i3 1115G4 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL23 Thin and Light ...,"₹29,990",Intel Core i3 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayNA1 year Onsite Warranty
Infinix ZEROBOOK 13 Intel Core i7 13700H 13th Gen - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin and Li...,"₹71,990",Intel Core i7 Processor (13th Gen)32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
Acer Extensa (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) EX215-23-R5EG Thin and...,"₹36,990",Stylish & Portable Thin and Light LaptopLPDDR5 RAM -faster & low power consumingFirmware TPM (Trusted Platform Module)-Improved Security of your PCFHD 1080p screen with 250 Nits brightnessLatest WiFi 6AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty
CHUWI Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) CoreBook X Grey Laptop,"₹24,990","Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty"
Lenovo IdeaPad Slim 5i Intel Core i5 1135G7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82FG014DIN|8...,"₹58,990",Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection
Acer Aspire 3 Core i5 1235U 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Lapto...,"₹48,500",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty
MSI Core i5 1235U 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN Thin and Light La...,"₹45,990",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
HP Pavilion Intel Core i5 1155G7 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv1000TU Thin and Lig...,"₹58,999","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP BIOS recovery, HP Smart1 Year onsite Warranty"
MSI Bravo 15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX65...,"₹59,990",AMD Ryzen 7 Octa Core Processor16 GB DDR RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty Term
HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0004MU Chromebook,"₹19,990",MediaTek MediaTek Kompanio 500 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 inch) Touchscreen Display1 Year Onsite Warranty
HP 247 G8 Ryzen 3 Quad Core - (8 GB/512 GB SSD/DOS) 6B5R3PA#ACJ Notebook,"₹26,999",AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMDOS Operating System512 GB SSD35.56 cm (14 inch) DisplayDOS1Year
Lenovo ThinkBook 15 Ryzen 3 Hexa Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G3 ACL Thin and L...,"₹58,500",AMD Ryzen 3 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
MSI Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin and Light Lap...,"₹39,990",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
CHUWI Celeron Dual Core 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"₹19,990",Intel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System256 GB SSD35.81 cm (14.1 inch) Display1 Year Onsite Warranty
Infinix X2 Slim Intel Core i3 1115G4 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL23 Thin and Light ...,"₹29,990",Intel Core i3 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayNA1 year Onsite Warranty
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lapt...,"₹49,500",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20212 Year warranty
HP 15s (2023) Intel Core i5 1335U 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0022TU Thin and Li...,"₹72,780",Intel Core i5 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS...,"₹50,990",AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
HP Victus Gaming Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹53,990",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
MSI Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thin and Light La...,"₹44,990",AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
MSI Core i3 1315U 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-438IN Thin and Light Lap...,"₹43,990",Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
HP Victus Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹69,138",AMD Ryzen 5 Hexa Core Processor8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty
Lenovo Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Laptop,"₹32,990",AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,"₹44,800",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD93.01 cm (36.62 cm) DisplayOffice Home and Student 20212 Year warranty
